_id,book_title,book_author,book_description,image_urls,book_url,image_file_path
67422e7d8868e4abd747951e,"PAI RICO, PAI POBRE - O que os Ricos Ensinam a Seus Filhos Sobre Dinheiro -(EURO 18.85)",Robert T. Kiyosaki,"April of 2022 marks a 25-year milestone for the personal finance classic Rich Dad Poor Dad that still ranks as the #1 Personal Finance book of all time. And although 25 years have passed since Rich Dad Poor Dad was first published, readers will find that very little in the book itself has changed — and for good reason. While so much in our world is changing a high speed, the lessons about money and the principles of Rich Dad Poor Dad haven’t changed. Today, as money continues to play a key role in our daily lives, the messages in Robert Kiyosaki’s international bestseller are more timely and more important than ever.
",['https://covers.openlibrary.org/b/id/14819642-M.jpg'],https://openlibrary.org/works/OL2010879W/Rich_Dad_Poor_Dad?edition=ia%3Apairicopaipobreo0000kiyo,"photos/PAI RICO, PAI POBRE - O que os Ricos Ensinam a Seus Filhos Sobre Dinheiro -(EURO 18.85)__ee023dfc399125dde9e6880d94bfb8ff37f105f1.jpg"
67422e7d8868e4abd747951f,Harry Potter et la Coupe de Feu,J. K. Rowling,"En ce début d'année à Poudlard, une grande nouvelle attend Harry, Ron et Hermione : la tenue d'un tournoi de magie exceptionnel entre les plus célèbres écoles de sorcellerie. Déjà les délégations étrangères font leur entrée. Harry se réjouit... Trop vite. Il va au-devant des événements les plus dramatiques qu'il ait jamais connus.
",['https://covers.openlibrary.org/b/id/12905137-M.jpg'],https://openlibrary.org/works/OL82560W/Harry_Potter_and_the_Goblet_of_Fire?edition=ia%3Aharrypotteretlac0000rowl_l8z4,photos/Harry Potter et la Coupe de Feu__93db8ec13b29ca52d71f3c092715ac93cb1e7c66.jpg
67422e7e8868e4abd7479520,The art of war,Sun Tzu,"The Art of War is an ancient Chinese military treatise dating from the Late Spring and Autumn Period. The work, which is attributed to the ancient Chinese military strategist Sun Tzu
",['https://covers.openlibrary.org/b/id/7883930-M.jpg'],https://openlibrary.org/works/OL244537W/The_Art_of_War?edition=ia%3Aartofwaroldestmi00suntuoft,photos/The art of war__0b0b094beab644664b3aaba9e96430fb212c26e5.jpg
67422e7e8868e4abd7479521,Harry Potter y la piedra filosofal,J. K. Rowling,"Harry Potter #1
",['https:https://archive.org/download/harrypotterylapi0000rowl_q5r6/page/cover_w180_h360.jpg'],https://openlibrary.org/works/OL82563W/Harry_Potter_and_the_Philosopher%27s_Stone?edition=ia%3Aharrypotterylapi0000rowl_q5r6,photos/Harry Potter y la piedra filosofal__ab7b658adcf0f99fbf9d14fcd55fc630e63f9fe4.jpg
67422e7f8868e4abd7479522,A Sutil Arte de Ligar o F*da-se,Mark Manson,"In this book, blogger and former internet entrepreneur Mark Manson explains in simple, no expletives barred terms how to achieve happiness by caring more about fewer things and not caring at all about more.",['https://covers.openlibrary.org/b/id/8577361-M.jpg'],https://openlibrary.org/works/OL17590212W/The_Subtle_Art_of_Not_Giving_a_F%2Ack?edition=ia%3Asutilartedeligar0000mark,photos/A Sutil Arte de Ligar o F*da-se__f559571ab68767d7933b877b5844ed8c34a90963.jpg
67422e808868e4abd7479523,Haunting Adeline,H. D. Carlton,"
",['https://covers.openlibrary.org/b/id/14811848-M.jpg'],https://openlibrary.org/works/OL27310398W/Haunting_Adeline,photos/Haunting Adeline__d9efc9b814b9cff35a304fabde3c343d5363daa3.jpg
67422e808868e4abd7479524,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?
",['https://covers.openlibrary.org/b/id/14640942-M.jpg'],https://openlibrary.org/works/OL18203673W/The_Seven_Husbands_of_Evelyn_Hugo,photos/The Seven Husbands of Evelyn Hugo__7ec85bb3ad0b3462c21518710edbd79b89d1313f.jpg
67422e808868e4abd7479525,Szklany tron,Sarah J. Maas,"Siedemnastoletnia Celaena jest wyszkolonym zabójcą, jednym z najlepszych, ale popełniła fatalny błąd. Została złapana i skazana na dożywotnią niewolniczą pracę w kopalni soli Endovier. Książę Dorian składa jej ofertę. Celaena musi walczyć na śmierć i życie w turnieju o tytuł królewskiego zabójcy. Jeśli wygra – będzie wolna, jeśli przegra – jej wybawieniem będzie śmierć. Uczestnicy turnieju giną w tajemniczych okolicznościach. Czy Celaena zdoła zdemaskować zabójcę zanim sama stanie się ofiarą?
",['https://covers.openlibrary.org/b/id/8174281-M.jpg'],https://openlibrary.org/works/OL16607146W/Throne_of_Glass?edition=ia%3Aisbn_9788377478844,photos/Szklany tron__62f9a6524ef915cb46bee19bee0de19499022b3d.jpg
67422e818868e4abd7479526,Data Structures Through C in Depth,S.K. Srivastava,,['https://covers.openlibrary.org/b/id/13274511-M.jpg'],https://openlibrary.org/works/OL33652784W/Data_Structures_Through_C_in_Depth?edition=ia%3Adatastructuresth0000sksr,photos/Data Structures Through C in Depth__7b764fd08af17ebf37856df32c5153495b9efc6d.jpg
67422e828868e4abd7479527,人性的弱点,Dale Carnegie,"Available for the first time ever in trade paperback, Dale Carnegie's enduring classic, the inspirational personal development guide that shows how to achieve lifelong success. One of the top-selling books of all time, ""How to Win Friends & Influence People"" has sold more than 15 million copies in all its editions.
",['https://covers.openlibrary.org/b/id/14548358-M.jpg'],https://openlibrary.org/works/OL1063267W/How_to_Win_Friends_and_Influence_People?edition=ia%3Arenxingderuodian0000kane_h0y9,photos/人性的弱点__bb122c07adf91190a99975e095ec48db9d48c509.jpg
67422e828868e4abd7479528,The happiness advantage,Shawn Achor,,['https://covers.openlibrary.org/b/id/10657990-M.jpg'],https://openlibrary.org/works/OL15674042W/The_happiness_advantage?edition=ia%3Ahappinessadvanta0000acho,photos/The happiness advantage__451883036241ee483bd00f0c2b2ea4e0d13b9c99.jpg
67422e838868e4abd7479529,Inmate,Freida McFadden,,['https://covers.openlibrary.org/b/id/14595399-M.jpg'],https://openlibrary.org/works/OL36525897W/The_Inmate,photos/Inmate__63104af744252e9e7e75625f43b996ecb26f7d76.jpg
67422e848868e4abd747952a,Harry Potter et la Chambre des Secrets,J. K. Rowling,"Throughout the summer holidays after his first year at Hogwarts School of Witchcraft and Wizardry, Harry Potter has been receiving sinister warnings from a house-elf called Dobby.
",['https:https://archive.org/download/harrypottertome20000jkro/page/cover_w180_h360.jpg'],https://openlibrary.org/works/OL82537W/Harry_Potter_and_the_Chamber_of_Secrets?edition=ia%3Aharrypottertome20000jkro,photos/Harry Potter et la Chambre des Secrets__4eda9ee2b2784c84059180ba9148b96993e7650e.jpg
67422e848868e4abd747952b,Forgotten Home Apothecary,Nicole Apelian,,['https://covers.openlibrary.org/b/id/14824082-M.jpg'],https://openlibrary.org/works/OL41892022W/Forgotten_Home_Apothecary,photos/Forgotten Home Apothecary__2b7299f533b80e2dbd284fb71fd461b65b04b0cb.jpg
67422e848868e4abd747952c,Gentle Reminder,Bianca Sparacino,"A gentle reminder for the days you feel light in this world, and for the days in which the sun rises a little slower. A gentle reminder for when your heart is full of hope and for when you are learning how to heal it. A gentle reminder for when you finally begin to trust in the goodness and for when you need the kind of words that hug your broken pieces back together.
",['https://covers.openlibrary.org/b/id/14424196-M.jpg'],https://openlibrary.org/works/OL25296570W/A_Gentle_Reminder,photos/Gentle Reminder__18d5b14ad4ef3bdd1424859b5e1aa07268161fcd.jpg
67422e858868e4abd747952d,Hidden Hindu,Akshat Gupta,,['https://covers.openlibrary.org/b/id/14577264-M.jpg'],https://openlibrary.org/works/OL35603160W/The_hidden_hindu,photos/Hidden Hindu__04be60515ff11b1bc834ebd6845e0fd4ba374228.jpg
67422e908868e4abd747952e,La Métamorphose ,Franz Kafka,"Metamorphosis (German: Die Verwandlung) is a novella written by Franz Kafka which was first published in 1915. One of Kafka's best-known works, Metamorphosis tells the story of salesman Gregor Samsa, who wakes one morning to find himself inexplicably transformed into a huge insect (German: ungeheueres Ungeziefer, lit. ""monstrous vermin"") and subsequently struggles to adjust to this new condition. The novella has been widely discussed among literary critics, with differing interpretations being offered. In popular culture and adaptations of the novella, the insect is commonly depicted as a cockroach.
",['https://covers.openlibrary.org/b/id/971344-M.jpg'],https://openlibrary.org/works/OL498556W/Die_Verwandlung?edition=ia%3Alamtamorphosedes0000fran,photos/La Métamorphose __114c4dc17b16839c174d3116a6f6fb30c6f0089a.jpg
67422e918868e4abd747952f,Lo straniero,Albert Camus," est le premier roman publié d’Albert Camus, paru en 1942. Il prend place dans la tétralogie que Camus nommera « cycle de l’absurde » qui décrit les fondements de la philosophie camusienne : l’absurde. Le roman a été traduit en soixante-huit langues.
",['https://covers.openlibrary.org/b/id/13012569-M.jpg'],https://openlibrary.org/works/OL1230613W/L%E2%80%99%C3%A9tranger?edition=ia%3Alostraniero0000camu,photos/Lo straniero__e1d116088a88502e9853676f3d21d8cb74dd4c77.jpg
67422e928868e4abd7479530,Twisted Games,Ana Huang,"She can never be his…but he’s taking her anyway.
",['https://covers.openlibrary.org/b/id/12821465-M.jpg'],https://openlibrary.org/works/OL25515697W/Twisted_Games,photos/Twisted Games__c44e813a3601bd04cadc854ab39c49bc91d0768a.jpg
67422e938868e4abd7479531,Um casamento arranjado,Zana Kheiron,"Uma historia de uma familia falida q faz acordo com outra familia rica e sua filha mais velha e cedida em troca. O filho da família rica teve um acidente de avião que queimou 50% do seu corpo e casa c essa linda moca e se apaixonam
",['https://covers.openlibrary.org/b/id/14538269-M.jpg'],https://openlibrary.org/works/OL35351151W/Um_casamento_arranjado,photos/Um casamento arranjado__2db880418894b7ae6c582030eb3763ee60480775.jpg
67422e938868e4abd7479532,Wimpy Kid. Ikke en dagbog (in Danish),Jeff Kinney,"Greg Heffley finds thrust into middle school, where undersized weaklings like him share the hallways with much bigger kids who are already shaving. But nothing scares Greg more than the moldy piece of cheese on the blacktop. Can he and his best friend, Rowley Jefferson, make it through the year without getting the Cheese Touch?
",['https:https://archive.org/download/wimpykidikkeenda0000jeff/page/cover_w180_h360.jpg'],https://openlibrary.org/works/OL8483260W/Diary_of_a_Wimpy_Kid?edition=ia%3Awimpykidikkeenda0000jeff,photos/Wimpy Kid. Ikke en dagbog (in Danish)__6e135ed4511c6f3f8b1ce8f540b63243d88f0144.jpg
67422e948868e4abd7479533,L'art de la séduction,Robert Greene,"This mesmerizing exploration of the most subtle, elusive, and effective form of power is a masterful analysis of civilization's greatest seducers, from Cleopatra to JFK, as well as the classic literature of seduction from Freud to Kierkegaard and Ovid to Casanova. Robert Greene once again identifies the rules of a timeless, amoral game and explores how to cast a spell, break down resistance, and, ultimately, compel a target to surrender. Presenting the timeless profiles of each type of seducer and the twenty-four maneuvers that will guide you step by step in the game of seduction, The Art of Seduction is an indispensable primer of persuasion that reveals the timeless power of this age-old art.
",['https:https://archive.org/download/lartdelascuction0000robe/page/cover_w180_h360.jpg'],https://openlibrary.org/works/OL1968364W/The_Art_of_Seduction?edition=ia%3Alartdelascuction0000robe,photos/L'art de la séduction__2adbf17e98966033aeb0e2e1f026f483cc08ab27.jpg
67422e958868e4abd7479534,CREPUSCULO,Stephenie Meyer,"Bella Swan and Edward Cullen, a pair of star-crossed lovers whose forbidden relationship ripens against the backdrop of small-town suspicion and a mysterious coven of vampires.
",['https://covers.openlibrary.org/b/id/14352259-M.jpg'],https://openlibrary.org/works/OL5720023W/Twilight?edition=ia%3Acrepusculounamor0000meye_f9f1,photos/CREPUSCULO__eef8e40ddd93f9c0b113e3c80fb1f00350887a78.jpg
67422e978868e4abd7479535,Os 7 Hábitos das Pessoas Altamente Eficazes,Stephen R. Covey,"
   ",['https://covers.openlibrary.org/b/id/14646922-M.jpg'],https://openlibrary.org/works/OL2629977W/The_7_Habits_of_Highly_Effective_People?edition=ia%3Aos7hbitosdaspess0000inva,photos/Os 7 Hábitos das Pessoas Altamente Eficazes__e3be3023d61b17231dd65584681ce7bb08208086.jpg
67422e978868e4abd7479536,Alchemik,Paulo Coelho,"Combining magic, mysticism, wisdom and wonder into an inspiring tale of self-discovery, The Alchemist has become a modern classic, selling millions of copies around the world and transforming the lives of countless readers across generations.
",['https://covers.openlibrary.org/b/id/8501951-M.jpg'],https://openlibrary.org/works/OL796465W/The_Alchemist?edition=ia%3Aalchemik0000coel,photos/Alchemik__8264001c7e6479577fa0636b93de664ab3022af9.jpg
67422e988868e4abd7479537,Ikigai,Héctor García,"""Bring meaning and joy to all your days with this internationally bestselling guide to the Japanese concept of ikigai -- the happiness of always being busy -- as revealed by the daily habits of the world's longest-living people."" -- From Amazon.com summary.
",['https://covers.openlibrary.org/b/id/14820457-M.jpg'],https://openlibrary.org/works/OL19714233W/Ikigai?edition=ia%3Aikigaijapanesese0000garc,photos/Ikigai__d0ac31fc7ba5200471ce9b7705f03126b17851c7.jpg
67422e998868e4abd7479538,It Starts With Us,Colleen Hoover,"Before It Ends with Us, it started with Atlas. Colleen Hoover tells fan favorite Atlas’s side of the story and shares what comes next in this long-anticipated sequel to the “glorious and touching” (USA TODAY) #1 New York Times bestseller It Ends with Us
",['https://covers.openlibrary.org/b/id/13145647-M.jpg'],https://openlibrary.org/works/OL27733867W/It_Starts_with_Us,photos/It Starts With Us__7b34dfd8893e6771d8e12b832d91ec51e09d12c2.jpg
67422ea28868e4abd7479539,1984,George Orwell,"Nineteen Eighty-Four: A Novel, often referred to as 1984, is a dystopian social science fiction novel by the English novelist George Orwell (the pen name of Eric Arthur Blair). It was published on 8 June 1949 by Secker & Warburg as Orwell's ninth and final book completed in his lifetime. Thematically, Nineteen Eighty-Four centres on the consequences of totalitarianism, mass surveillance, and repressive regimentation of persons and behaviours within society. Orwell, himself a democratic socialist, modelled the authoritarian government in the novel after Stalinist Russia. More broadly, the novel examines the role of truth and facts within politics and the ways in which they are manipulated.
",['https://covers.openlibrary.org/b/id/12725444-M.jpg'],https://openlibrary.org/works/OL1168083W/Nineteen_Eighty-Four?edition=ia%3A19840000aowe,photos/1984__e88e3dc02e775a8476f03c5d3c27518088522a21.jpg
67422ea48868e4abd747953a,Eine kurze Geschichte der Menschheit,Yuval Noah Harari,"From a renowned historian comes a groundbreaking narrative of humanity’s creation and evolution—a #1 international bestseller—that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be “human.”
",['https://covers.openlibrary.org/b/id/14622876-M.jpg'],https://openlibrary.org/works/OL17075811W/Sapiens?edition=ia%3Aeinekurzegeschic0000yuva,photos/Eine kurze Geschichte der Menschheit__c50c3016270ad1c4ffeefa0ee862067e433c5e89.jpg
67422ea68868e4abd747953b,Icebreaker,Hannah Grace,"
",['https://covers.openlibrary.org/b/id/13180728-M.jpg'],https://openlibrary.org/works/OL28952677W/Icebreaker,photos/Icebreaker__df254d8dcb1be1ee55b560ecdfea3449b3e4a955.jpg
67422ea78868e4abd747953c,饥饿游戏,Suzanne Collins,"The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins. It is written in the perspective of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America. The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation. The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle royale to the death.
",['https://covers.openlibrary.org/b/id/12996671-M.jpg'],https://openlibrary.org/works/OL5735363W/The_Hunger_Games?edition=ia%3Ajieyouxii0001coll,photos/饥饿游戏__79739b47cc7cd79e29917a4ac0cbdc39e6411244.jpg
67422ea88868e4abd747953d,Za shīkuretto,Rhonda Byrne,"Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you'll learn how to use The Secret in every aspect of your life - money, health, relationships, happiness, and in every interaction you have in the world. You'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life. The Secret contains wisdom from modern-day teachers - men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.
",['https://covers.openlibrary.org/b/id/9524145-M.jpg'],https://openlibrary.org/works/OL15839737W/The_Secret?edition=ia%3Azashikurettosecr00byrn,photos/Za shīkuretto__037c3d8c80febfcb6abdf1a71c65bcb6c1934d21.jpg
67422ea98868e4abd747953e,Es.,Stephen King,"""",['https://covers.openlibrary.org/b/id/14654117-M.jpg'],https://openlibrary.org/works/OL81613W/It?edition=ia%3Aesroman0000king_s8m4,photos/Es.__b31bbd269eadaf8342164e1185dfb9354ed41363.jpg
67422ea98868e4abd747953f,Deep Work,Cal Newport,"One of the most valuable skills in our economy is becoming increasingly rare. If you master this skill, you'll achieve extraordinary results.
",['https://covers.openlibrary.org/b/id/14408629-M.jpg'],https://openlibrary.org/works/OL17713267W/Deep_Work?edition=ia%3Adeepworkrulesfor0000newp,photos/Deep Work__a12448a6d871a17a59a95ee965a0420b3279ccb2.jpg
67422eaa8868e4abd7479540,The Annotated Charlotte's Web,E. B. White,"Charlotte's Web may be America's best-loved children's book today. Its plot is seamless, its characters poignant and unforgettable, and the writing a marvel of ease and fluency. In fact, thought. E. B. White labored tirelessly over eight manuscript drafts, thoroughly researched the habits of spiders, and meditated on the lives of pigs. THE ANNOTATED CHARLOTTE'S WEB opens the door to the creator's workshop and allows the reader to glance over the shoulder of one of the most exacting and fastidious American writers as he forms his masterpiece. Included are:",['https://covers.openlibrary.org/b/id/14822088-M.jpg'],https://openlibrary.org/works/OL483391W/Charlotte%27s_Web?edition=ia%3Aannotatedcharlot00neum,photos/The Annotated Charlotte's Web__fda7f6cc9df881dfdc6cbc53000d28f51790218b.jpg
67422eab8868e4abd7479541,Hunting Adeline,H. D. Carlton,"The final installment to the Cat and Mouse Duet...
",['https://covers.openlibrary.org/b/id/14614757-M.jpg'],https://openlibrary.org/works/OL27297240W/Hunting_Adeline,photos/Hunting Adeline__71030bd4279f5986970d4f4ac2edd3ac816216d5.jpg
67422eac8868e4abd7479542,The Hobbit,J.R.R. Tolkien,"The Hobbit is a tale of high adventure, undertaken by a company of dwarves in search of dragon-guarded gold. A reluctant partner in this perilous quest is Bilbo Baggins, a comfort-loving unambitious hobbit, who surprises even himself by his resourcefulness and skill as a burglar.
",['https://covers.openlibrary.org/b/id/14627222-M.jpg'],https://openlibrary.org/works/OL27482W/The_Hobbit?edition=ia%3Ahobbitortherebac00tolk_2,photos/The Hobbit__7d0a9c587358bbdbad2e7c60196df201a51cce55.jpg
67422ead8868e4abd7479543,The power of now,Eckhart Tolle,"Eckhart Tolle has emerged as one of today's most inspiring teachers. In The Power of Now, already a worldwide bestseller, the author describes his transition from despair to self-realization soon after his 29th birthday. Tolle took another ten years to understand this transformation, during which time he evolved a philosophy that has parallels in Buddhism, relaxation techniques, and meditation theory but is also eminently practical. In The Power of Now he shows readers how to recognize themselves as the creators of their own pain, and how to have a pain-free existence by living fully in the present. Accessing the deepest self, the true self, can be learned, he says, by freeing ourselves from the conflicting, unreasonable demands of the mind and living ""present, fully, and intensely, in the Now.""
",['https://covers.openlibrary.org/b/id/832489-M.jpg'],https://openlibrary.org/works/OL5727686W/The_Power_of_Now?edition=ia%3Apowerofnowguid00toll,photos/The power of now__5f58f9199717d554fc27fb94b39f2c93dd80bce9.jpg
67422ead8868e4abd7479544,Emotional intelligence,Daniel Goleman,"Everyone knows that high IQ is no guarantee of success, happiness, or virtue, but until Emotional Intelligence, we could only guess why. Daniel Goleman's brilliant report from the frontiers of psychology and neuroscience offers startling new insight into our “two minds”—the rational and the emotional—and how they together shape our destiny.
",['https://covers.openlibrary.org/b/id/14647555-M.jpg'],https://openlibrary.org/works/OL1878301W/Emotional_Intelligence?edition=ia%3Aemotionalintelli00gole,photos/Emotional intelligence__1848f14915415c6a6c2362ee085d71e16aba269c.jpg
67422ead8868e4abd7479545,Колгосп тварин,George Orwell,"Animal Farm is a brilliant political satire and a powerful and affecting story of revolutions and idealism, power and corruption. 'All animals are equal. But some animals are more equal than others.' Mr Jones of Manor Farm is so lazy and drunken that one day he forgets to feed his livestock. The ensuing rebellion under the leadership of the pigs Napoleon and Snowball leads to the animals taking over the farm. Vowing to eliminate the terrible inequities of the farmyard, the renamed Animal Farm is organised to benefit all who walk on four legs. But as time passes, the ideals of the rebellion are corrupted, then forgotten. And something new and unexpected emerges..
",['https://covers.openlibrary.org/b/id/11262122-M.jpg'],https://openlibrary.org/works/OL1168007W/Animal_Farm?edition=ia%3Akolhosptvaryn00orwe,photos/Колгосп тварин__01d560febe0d37f708d011cd01c08dda5717fec4.jpg
67422eae8868e4abd7479546,Analisis laporan keuangan,Kasmir,"Bagi perusahaan, khususnya pemilik perusahaan dan manajemen, untuk dapat mudah memahami sebuah laporan keuangan, diperlukan suatu analisis yang dilakukan dengan menggunakan rasio-rasio keuangan. Hasil analisis inilah yang dapat memberikan gambaran kondisi perushaan yang sekaligus dapat memudahkan manajemen dalam menentukan arah dan tujuan perushaan di masa yang akan dating. Tentunya sudah menjadi keharusan bagi mereka yang bergelut dalam bidang keuangan untuk memahami dan menggunakan rasio-rasio keuangan dengan tepat.
",['https://covers.openlibrary.org/b/id/11404768-M.jpg'],https://openlibrary.org/works/OL24150964W/Analisis_laporan_keuangan,photos/Analisis laporan keuangan__93761942e595a415dcc1b92d172ecf154bc44a83.jpg
67422eaf8868e4abd7479547,华氏451,Ray Bradbury,"Fahrenheit 451 is a 1953 dystopian novel by American writer Ray Bradbury. Often regarded as one of his best works, the novel presents a future American society where books are outlawed and ""firemen"" burn any that are found. The book's tagline explains the title as ""'the temperature at which book paper catches fire, and burns"": the autoignition temperature of paper. The lead character, Guy Montag, is a fireman who becomes disillusioned with his role of censoring literature and destroying knowledge, eventually quitting his job and committing himself to the preservation of literary and cultural writings.
",['https://covers.openlibrary.org/b/id/12971854-M.jpg'],https://openlibrary.org/works/OL103123W/Fahrenheit_451?edition=ia%3Ahuashi4510000unse,photos/华氏451__e1ba3aea4b6eeaecde5599794e1224f101869981.jpg
67422eaf8868e4abd7479548,Study Guide,SuperSummary,"nice
",['https:/images/icons/avatar_book.png'],https://openlibrary.org/works/OL21868175W/Study_Guide,photos/Study Guide__7e8f95bf7bec946e0f8e9456442fb8918556ce84.jpg
67422eb28868e4abd7479549,Pride and Prejudice,Jane Austen,"345 p. :
",['https://covers.openlibrary.org/b/id/14618738-M.jpg'],https://openlibrary.org/works/OL66554W/Pride_and_Prejudice?edition=ia%3Abwb_KS-179-237,photos/Pride and Prejudice__5fe488b58f0c14dd4ad342d8dfdb38b8c5add643.jpg
67422eb48868e4abd747954a,Powerless,Lauren Roberts,She is the very thing he’s spent his whole life hunting.,['https://covers.openlibrary.org/b/id/14644147-M.jpg'],https://openlibrary.org/works/OL34774028W/Powerless,photos/Powerless__9a0fa358a1b4376b4ca30f827aa458c063f05f5d.jpg
67422eb78868e4abd747954b,The Silent Patient,Alex Michaelides,"Alicia Berenson’s life is seemingly perfect. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word. Alicia’s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety. The price of her art skyrockets, and she, the silent patient, is hidden away from the tabloids and spotlight at the Grove, a secure forensic unit in North London. Theo Faber is a criminal psychotherapist who has waited a long time for the opportunity to work with Alicia. His determination to get her to talk and unravel the mystery of why she shot her husband takes him down a twisting path into his own motivations–a search for the truth that threatens to consume him.
",['https://covers.openlibrary.org/b/id/8415060-M.jpg'],https://openlibrary.org/works/OL19096402W/The_Silent_Patient,photos/The Silent Patient__524cd8e009cac5f0ec5fd17bd2d449f557844f4d.jpg
67422eb88868e4abd747954c,Cinquante nuances de Grey,E. L. James,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms.
",['https://covers.openlibrary.org/b/id/14566719-M.jpg'],https://openlibrary.org/works/OL16336633W/Fifty_Shades_of_Grey?edition=ia%3Acinquantenuances0000jame,photos/Cinquante nuances de Grey__c968ead28ad115f327019ee99d1cb10a67a60aa2.jpg
67422eb88868e4abd747954d,fuat shit,Hannah Grace,,['https://covers.openlibrary.org/b/id/14567771-M.jpg'],https://openlibrary.org/works/OL37523358W/Ice_breaker,photos/fuat shit__28cf2db9d66290e076aa8cb09a8f88db4afe2a2f.jpg
